id,time,H,T
1697490000.c1.snap.jpg,1697490000,0.47,3.54
1697491800.c1.snap.jpg,1697491800,0.53,3.54
1697493600.c1.snap.jpg,1697493600,0.54,3.8
1697497200.c1.snap.jpg,1697497200,0.62,3.94
1697499000.c1.snap.jpg,1697499000,0.66,3.8
1697500800.c1.snap.jpg,1697500800,0.71,3.94
1697502600.c1.snap.jpg,1697502600,0.67,3.8
1697508000.c1.snap.jpg,1697508000,0.75,4.1
1697509800.c1.snap.jpg,1697509800,0.77,3.8
1697511600.c1.snap.jpg,1697511600,0.74,4.1
1697513400.c1.snap.jpg,1697513400,0.73,4.1
1697567400.c1.snap.jpg,1697567400,0.56,3.8
1697569200.c1.snap.jpg,1697569200,0.53,4.26
1697571000.c1.snap.jpg,1697571000,0.49,4.26
1697572800.c1.snap.jpg,1697572800,0.49,4.1
1697574600.c1.snap.jpg,1697574600,0.48,3.94
1697576400.c1.snap.jpg,1697576400,0.43,3.66
1697578200.c1.snap.jpg,1697578200,0.43,4.88
1697580000.c1.snap.jpg,1697580000,0.46,4.88
1697581800.c1.snap.jpg,1697581800,0.5,3.02
1697583600.c1.snap.jpg,1697583600,0.5,3.42
1697585400.c1.snap.jpg,1697585400,0.48,3.2
1697587200.c1.snap.jpg,1697587200,0.39,2.92
1697589000.c1.snap.jpg,1697589000,0.37,4.88
1697590800.c1.snap.jpg,1697590800,0.34,4.46
1697592600.c1.snap.jpg,1697592600,0.31,4.66
1697594400.c1.snap.jpg,1697594400,0.28,4.66
1697596200.c1.snap.jpg,1697596200,0.29,4.46
1697598000.c1.snap.jpg,1697598000,0.27,4.26
1697738400.c1.snap.jpg,1697738400,1.06,5.68
1697740200.c1.snap.jpg,1697740200,1.01,5.68
1697742000.c1.snap.jpg,1697742000,0.96,5.68
1697747400.c1.snap.jpg,1697747400,0.86,5.12
1697749200.c1.snap.jpg,1697749200,0.85,4.88
1697751000.c1.snap.jpg,1697751000,0.86,4.88
1697752800.c1.snap.jpg,1697752800,0.85,4.88
1697754600.c1.snap.jpg,1697754600,0.83,4.66
1697756400.c1.snap.jpg,1697756400,0.88,4.46
1697758200.c1.snap.jpg,1697758200,0.82,4.26
1697761800.c1.snap.jpg,1697761800,0.79,4.46
1697763600.c1.snap.jpg,1697763600,0.78,3.94
1697765400.c1.snap.jpg,1697765400,0.78,5.12
1697767200.c1.snap.jpg,1697767200,0.79,4.46
1697769000.c1.snap.jpg,1697769000,0.81,3.66
1697770800.c1.snap.jpg,1697770800,0.8,4.88
1697824800.c1.snap.jpg,1697824800,0.49,4.26
1697826600.c1.snap.jpg,1697826600,0.47,4.46
1697828400.c1.snap.jpg,1697828400,0.48,25.6
1697830200.c1.snap.jpg,1697830200,0.63,14.62
1697832000.c1.snap.jpg,1697832000,0.5,4.46
1697833800.c1.snap.jpg,1697833800,0.53,25.6
1697835600.c1.snap.jpg,1697835600,0.55,25.6
1697837400.c1.snap.jpg,1697837400,0.6,25.6
1697839200.c1.snap.jpg,1697839200,0.47,25.6
1697841000.c1.snap.jpg,1697841000,0.52,25.6
1697842800.c1.snap.jpg,1697842800,0.68,25.6
1697846400.c1.snap.jpg,1697846400,0.51,17.06
1697848200.c1.snap.jpg,1697848200,0.43,4.26
1697850000.c1.snap.jpg,1697850000,0.42,25.6
1697851800.c1.snap.jpg,1697851800,0.34,4.26
1697911200.c1.snap.jpg,1697911200,0.42,3.94
1697913000.c1.snap.jpg,1697913000,0.64,25.6
1697914800.c1.snap.jpg,1697914800,0.41,25.6
1697916600.c1.snap.jpg,1697916600,0.42,17.06
1697918400.c1.snap.jpg,1697918400,0.39,25.6
1697920200.c1.snap.jpg,1697920200,1.01,25.6
1697922000.c1.snap.jpg,1697922000,0.81,25.6
1697923800.c1.snap.jpg,1697923800,0.46,25.6
1697925600.c1.snap.jpg,1697925600,0.47,25.6
1697927400.c1.snap.jpg,1697927400,0.8,20.48
1697929200.c1.snap.jpg,1697929200,0.83,3.66
1697931000.c1.snap.jpg,1697931000,0.71,3.94
1697932800.c1.snap.jpg,1697932800,0.69,3.94
1697934600.c1.snap.jpg,1697934600,0.75,4.1
1697936400.c1.snap.jpg,1697936400,0.78,4.1
1697940000.c1.snap.jpg,1697940000,0.86,4.46
1697943600.c1.snap.jpg,1697943600,0.93,4.88
1698084000.c1.snap.jpg,1698084000,0.41,8.54
1698085800.c1.snap.jpg,1698085800,0.39,8.54
1698087600.c1.snap.jpg,1698087600,0.41,7.32
1698089400.c1.snap.jpg,1698089400,0.4,7.88
1698091200.c1.snap.jpg,1698091200,0.41,7.88
1698093000.c1.snap.jpg,1698093000,0.45,3.2
1698096600.c1.snap.jpg,1698096600,0.56,3.42
1698098400.c1.snap.jpg,1698098400,0.31,17.06
1698100200.c1.snap.jpg,1698100200,0.04,20.48
1698102000.c1.snap.jpg,1698102000,0.06,20.48
1698103800.c1.snap.jpg,1698103800,0.11,20.48
1698105600.c1.snap.jpg,1698105600,0.05,20.48
1698107400.c1.snap.jpg,1698107400,0.7,25.6
1698109200.c1.snap.jpg,1698109200,0.09,20.48
1698111000.c1.snap.jpg,1698111000,0.11,20.48
1698112800.c1.snap.jpg,1698112800,0.23,20.48
1698114600.c1.snap.jpg,1698114600,0.2,20.48
1698116400.c1.snap.jpg,1698116400,0.19,25.6
1698170400.c1.snap.jpg,1698170400,0.12,20.48
1698172200.c1.snap.jpg,1698172200,0.11,25.6
1698174000.c1.snap.jpg,1698174000,0.12,25.6
1698175800.c1.snap.jpg,1698175800,0.09,20.48
1698177600.c1.snap.jpg,1698177600,0.22,20.48
1698179400.c1.snap.jpg,1698179400,0.15,20.48
1698181200.c1.snap.jpg,1698181200,0.14,20.48
1698183000.c1.snap.jpg,1698183000,0.11,20.48
1698184800.c1.snap.jpg,1698184800,0.83,25.6
1698186600.c1.snap.jpg,1698186600,0.04,7.32
1717716600.c1.snap.jpg,1717716600,0.08,25.6
1717720200.c1.snap.jpg,1717720200,0.1,25.6
1717722000.c1.snap.jpg,1717722000,0.08,25.6
1717723800.c1.snap.jpg,1717723800,0.07,11.38
1717725600.c1.snap.jpg,1717725600,0.05,25.6
1717727400.c1.snap.jpg,1717727400,0.16,25.6
1717729200.c1.snap.jpg,1717729200,0.14,25.6
1717731000.c1.snap.jpg,1717731000,0.09,20.48
1717732800.c1.snap.jpg,1717732800,0.06,25.6
1717734600.c1.snap.jpg,1717734600,0.14,25.6
1717736400.c1.snap.jpg,1717736400,0.07,17.06
1717738200.c1.snap.jpg,1717738200,0.07,12.8
1717740000.c1.snap.jpg,1717740000,0.11,25.6
1717741800.c1.snap.jpg,1717741800,0.1,25.6
1717743600.c1.snap.jpg,1717743600,0.08,25.6
1717745400.c1.snap.jpg,1717745400,0.13,25.6
1717747200.c1.snap.jpg,1717747200,0.11,25.6
1717749000.c1.snap.jpg,1717749000,0.14,25.6
1717750800.c1.snap.jpg,1717750800,0.05,25.6
1717752600.c1.snap.jpg,1717752600,0.06,20.48
1717754400.c1.snap.jpg,1717754400,0.17,25.6
1717756200.c1.snap.jpg,1717756200,0.05,11.38
1717758000.c1.snap.jpg,1717758000,0.06,14.62
1717759800.c1.snap.jpg,1717759800,0.08,25.6
1717761600.c1.snap.jpg,1717761600,0.08,20.48
1717768800.c1.snap.jpg,1717768800,0.03,25.6
1717770600.c1.snap.jpg,1717770600,0.11,25.6
1717774200.c1.snap.jpg,1717774200,0.11,17.06
1717776000.c1.snap.jpg,1717776000,0.09,25.6
1717777800.c1.snap.jpg,1717777800,0.06,25.6
1717779600.c1.snap.jpg,1717779600,0.13,25.6
1717781400.c1.snap.jpg,1717781400,0.11,20.48
1717783200.c1.snap.jpg,1717783200,0.22,25.6
1717785000.c1.snap.jpg,1717785000,1.9,25.6
1717786800.c1.snap.jpg,1717786800,0.14,17.06
1717788600.c1.snap.jpg,1717788600,0.24,25.6
1717790400.c1.snap.jpg,1717790400,0.17,25.6
1717792200.c1.snap.jpg,1717792200,0.08,12.8
1717794000.c1.snap.jpg,1717794000,0.06,12.8
1717795800.c1.snap.jpg,1717795800,0.06,20.48
1717797600.c1.snap.jpg,1717797600,0.09,20.48
1717799400.c1.snap.jpg,1717799400,0.06,6.4
1717801200.c1.snap.jpg,1717801200,0.06,25.6
1717803000.c1.snap.jpg,1717803000,0.05,25.6
1717804800.c1.snap.jpg,1717804800,0.06,11.38
1717806600.c1.snap.jpg,1717806600,0.08,14.62
1717808400.c1.snap.jpg,1717808400,0.08,11.38
1717810200.c1.snap.jpg,1717810200,0.08,20.48
1717812000.c1.snap.jpg,1717812000,0.08,12.8
1717813800.c1.snap.jpg,1717813800,0.04,10.24
1717815600.c1.snap.jpg,1717815600,0.07,17.06
1717817400.c1.snap.jpg,1717817400,0.13,25.6
1717819200.c1.snap.jpg,1717819200,0.09,9.3
1717821000.c1.snap.jpg,1717821000,0.23,25.6
1717822800.c1.snap.jpg,1717822800,0.19,25.6
1717824600.c1.snap.jpg,1717824600,0.06,25.6
1717826400.c1.snap.jpg,1717826400,0.06,10.24
1717828200.c1.snap.jpg,1717828200,0.12,25.6
1717830000.c1.snap.jpg,1717830000,0.06,25.6
1717831800.c1.snap.jpg,1717831800,0.11,17.06
1717833600.c1.snap.jpg,1717833600,0.05,20.48
1717835400.c1.snap.jpg,1717835400,0.09,14.62
1717837200.c1.snap.jpg,1717837200,0.06,17.06
1717839000.c1.snap.jpg,1717839000,0.11,10.24
1717840800.c1.snap.jpg,1717840800,0.12,14.62
1717842600.c1.snap.jpg,1717842600,0.11,20.48
1717844400.c1.snap.jpg,1717844400,0.12,10.24
1717846200.c1.snap.jpg,1717846200,0.06,10.24
1717848000.c1.snap.jpg,1717848000,0.05,9.3
1717866000.c1.snap.jpg,1717866000,0.11,17.06
1717867800.c1.snap.jpg,1717867800,0.07,20.48
1717869600.c1.snap.jpg,1717869600,0.06,8.54
1717871400.c1.snap.jpg,1717871400,0.09,25.6
1717873200.c1.snap.jpg,1717873200,0.07,9.3
1717876800.c1.snap.jpg,1717876800,0.23,25.6
1717878600.c1.snap.jpg,1717878600,0.08,10.24
1717880400.c1.snap.jpg,1717880400,0.05,25.6
1717882200.c1.snap.jpg,1717882200,0.06,25.6
1717884000.c1.snap.jpg,1717884000,0.1,10.24
1717885800.c1.snap.jpg,1717885800,0.06,20.48
1717887600.c1.snap.jpg,1717887600,0.1,25.6
1717889400.c1.snap.jpg,1717889400,0.11,17.06
1717891200.c1.snap.jpg,1717891200,0.06,10.24
1717893000.c1.snap.jpg,1717893000,0.07,11.38
1717894800.c1.snap.jpg,1717894800,0.06,17.06
1717896600.c1.snap.jpg,1717896600,0.16,20.48
1717898400.c1.snap.jpg,1717898400,0.04,14.62
1717900200.c1.snap.jpg,1717900200,0.07,17.06
1717902000.c1.snap.jpg,1717902000,0.06,17.06
1717903800.c1.snap.jpg,1717903800,0.09,12.8
1717905600.c1.snap.jpg,1717905600,0.12,14.62
1717907400.c1.snap.jpg,1717907400,0.08,17.06
1717909200.c1.snap.jpg,1717909200,0.1,11.38
1717911000.c1.snap.jpg,1717911000,0.08,12.8
1717912800.c1.snap.jpg,1717912800,0.11,6.82
1717914600.c1.snap.jpg,1717914600,0.12,25.6
1717918200.c1.snap.jpg,1717918200,0.06,25.6
1717921800.c1.snap.jpg,1717921800,0.06,25.6
1717923600.c1.snap.jpg,1717923600,0.06,17.06
1717925400.c1.snap.jpg,1717925400,0.06,25.6
1717927200.c1.snap.jpg,1717927200,0.2,25.6
1717929000.c1.snap.jpg,1717929000,0.07,8.54
1717930800.c1.snap.jpg,1717930800,0.11,10.24
1717934400.c1.snap.jpg,1717934400,0.05,8.54
1717941600.c1.snap.jpg,1717941600,0.11,25.6
1717943400.c1.snap.jpg,1717943400,0.09,10.24
1717945200.c1.snap.jpg,1717945200,0.05,14.62
1717948800.c1.snap.jpg,1717948800,0.06,9.3
1717952400.c1.snap.jpg,1717952400,0.09,25.6
1717954200.c1.snap.jpg,1717954200,0.03,20.48
1717956000.c1.snap.jpg,1717956000,0.05,8.54
1717957800.c1.snap.jpg,1717957800,0.07,17.06
1717959600.c1.snap.jpg,1717959600,0.06,25.6
1717961400.c1.snap.jpg,1717961400,0.21,25.6
1717963200.c1.snap.jpg,1717963200,0.09,25.6
1717965000.c1.snap.jpg,1717965000,0.05,20.48
1717966800.c1.snap.jpg,1717966800,0.11,17.06
1717968600.c1.snap.jpg,1717968600,0.93,25.6
1717970400.c1.snap.jpg,1717970400,0.21,25.6
1717972200.c1.snap.jpg,1717972200,0.23,14.62
1717974000.c1.snap.jpg,1717974000,0.15,4.66
1717975800.c1.snap.jpg,1717975800,0.15,6.02
1717979400.c1.snap.jpg,1717979400,0.17,5.38
1717981200.c1.snap.jpg,1717981200,0.18,5.68
1717983000.c1.snap.jpg,1717983000,0.2,5.38
1717984800.c1.snap.jpg,1717984800,0.22,1.62
1717986600.c1.snap.jpg,1717986600,0.26,2.04
1717988400.c1.snap.jpg,1717988400,0.27,2.0
1717990200.c1.snap.jpg,1717990200,0.28,2.22
1717992000.c1.snap.jpg,1717992000,0.29,2.22
1717993800.c1.snap.jpg,1717993800,0.27,2.04
1717995600.c1.snap.jpg,1717995600,0.26,2.18
1717997400.c1.snap.jpg,1717997400,0.24,2.18
1717999200.c1.snap.jpg,1717999200,0.23,2.04
1718001000.c1.snap.jpg,1718001000,0.24,25.6
1718002800.c1.snap.jpg,1718002800,0.24,25.6
1718004600.c1.snap.jpg,1718004600,0.2,25.6
1718006400.c1.snap.jpg,1718006400,0.17,20.48
1718008200.c1.snap.jpg,1718008200,0.17,20.48
1718010000.c1.snap.jpg,1718010000,0.15,4.66
1718011800.c1.snap.jpg,1718011800,0.13,25.6
1718013600.c1.snap.jpg,1718013600,0.14,25.6
1718015400.c1.snap.jpg,1718015400,0.15,5.68
1718017200.c1.snap.jpg,1718017200,0.16,5.38
1718019000.c1.snap.jpg,1718019000,0.2,1.8
1718020800.c1.snap.jpg,1718020800,0.22,2.0
1718028000.c1.snap.jpg,1718028000,0.3,2.18
1718029800.c1.snap.jpg,1718029800,0.3,2.18
1718031600.c1.snap.jpg,1718031600,0.31,2.22
1718033400.c1.snap.jpg,1718033400,0.31,2.38
1718035200.c1.snap.jpg,1718035200,0.29,2.5
1718037000.c1.snap.jpg,1718037000,0.27,2.44
1718038800.c1.snap.jpg,1718038800,0.27,2.32
1718040600.c1.snap.jpg,1718040600,0.28,2.32
1718042400.c1.snap.jpg,1718042400,0.31,2.44
1718044200.c1.snap.jpg,1718044200,0.32,2.44
1718046000.c1.snap.jpg,1718046000,0.29,2.38
1718047800.c1.snap.jpg,1718047800,0.29,2.22
1718049600.c1.snap.jpg,1718049600,0.28,2.32
1718051400.c1.snap.jpg,1718051400,0.26,5.12
1718053200.c1.snap.jpg,1718053200,0.23,4.46
1718055000.c1.snap.jpg,1718055000,0.22,4.66
1718056800.c1.snap.jpg,1718056800,0.22,4.66
1718058600.c1.snap.jpg,1718058600,0.23,4.26
1718060400.c1.snap.jpg,1718060400,0.24,4.1
1718062200.c1.snap.jpg,1718062200,0.26,3.94
1718064000.c1.snap.jpg,1718064000,0.27,3.66
1718065800.c1.snap.jpg,1718065800,0.29,3.42
1718067600.c1.snap.jpg,1718067600,0.3,3.94
1718069400.c1.snap.jpg,1718069400,0.28,3.94
1718071200.c1.snap.jpg,1718071200,0.27,3.54
1718073000.c1.snap.jpg,1718073000,0.26,3.3
1718074800.c1.snap.jpg,1718074800,0.26,3.66
1718076600.c1.snap.jpg,1718076600,0.25,3.8
1718078400.c1.snap.jpg,1718078400,0.22,3.42
1718082000.c1.snap.jpg,1718082000,0.21,3.3
1718085600.c1.snap.jpg,1718085600,0.2,3.42
1718087400.c1.snap.jpg,1718087400,0.2,3.42
1718089200.c1.snap.jpg,1718089200,0.18,3.42
1718091000.c1.snap.jpg,1718091000,0.16,3.3
1718092800.c1.snap.jpg,1718092800,0.16,3.3
1718094600.c1.snap.jpg,1718094600,0.17,3.42
1718096400.c1.snap.jpg,1718096400,0.16,3.54
1718098200.c1.snap.jpg,1718098200,0.15,3.66
1718100000.c1.snap.jpg,1718100000,0.15,3.66
1718101800.c1.snap.jpg,1718101800,0.13,3.8
1718103600.c1.snap.jpg,1718103600,0.13,3.3
1718105400.c1.snap.jpg,1718105400,0.12,3.42
1718107200.c1.snap.jpg,1718107200,0.12,3.2
1718114400.c1.snap.jpg,1718114400,0.19,3.54
1718116200.c1.snap.jpg,1718116200,0.2,3.66
1718118000.c1.snap.jpg,1718118000,0.23,3.3
1718119800.c1.snap.jpg,1718119800,0.25,3.3
1718121600.c1.snap.jpg,1718121600,0.28,3.66
1718123400.c1.snap.jpg,1718123400,0.32,4.46
1718125200.c1.snap.jpg,1718125200,0.38,4.46
1718127000.c1.snap.jpg,1718127000,0.39,4.1
1718128800.c1.snap.jpg,1718128800,0.39,3.94
1718130600.c1.snap.jpg,1718130600,0.41,4.66
1718132400.c1.snap.jpg,1718132400,0.43,4.1
1718134200.c1.snap.jpg,1718134200,0.41,4.66
1718136000.c1.snap.jpg,1718136000,0.46,4.66
1718137800.c1.snap.jpg,1718137800,0.42,4.66
1718141400.c1.snap.jpg,1718141400,0.43,4.88
1718143200.c1.snap.jpg,1718143200,0.44,4.26
1718145000.c1.snap.jpg,1718145000,0.45,4.26
1718146800.c1.snap.jpg,1718146800,0.48,4.46
1718148600.c1.snap.jpg,1718148600,0.5,4.46
1718150400.c1.snap.jpg,1718150400,0.51,4.46
1718152200.c1.snap.jpg,1718152200,0.5,3.94
1718154000.c1.snap.jpg,1718154000,0.5,4.26
1718155800.c1.snap.jpg,1718155800,0.47,4.1
1718157600.c1.snap.jpg,1718157600,0.47,4.46
1718159400.c1.snap.jpg,1718159400,0.44,4.46
1718161200.c1.snap.jpg,1718161200,0.4,4.26
1718163000.c1.snap.jpg,1718163000,0.38,4.26
1718164800.c1.snap.jpg,1718164800,0.36,4.1
1718166600.c1.snap.jpg,1718166600,0.36,4.46
1718168400.c1.snap.jpg,1718168400,0.35,4.88
1718170200.c1.snap.jpg,1718170200,0.32,4.1
1718172000.c1.snap.jpg,1718172000,0.31,4.46
1718173800.c1.snap.jpg,1718173800,0.3,4.46
1718175600.c1.snap.jpg,1718175600,0.29,4.26
1718177400.c1.snap.jpg,1718177400,0.29,4.46
1718179200.c1.snap.jpg,1718179200,0.27,4.46
1718181000.c1.snap.jpg,1718181000,0.28,4.1
1718182800.c1.snap.jpg,1718182800,0.27,4.26
1718186400.c1.snap.jpg,1718186400,0.3,4.26
1718188200.c1.snap.jpg,1718188200,0.32,4.26
1718190000.c1.snap.jpg,1718190000,0.33,2.76
1718191800.c1.snap.jpg,1718191800,0.33,2.84
1718193600.c1.snap.jpg,1718193600,0.32,2.62
1718200800.c1.snap.jpg,1718200800,0.4,3.3
1718202600.c1.snap.jpg,1718202600,0.43,3.2
1718204400.c1.snap.jpg,1718204400,0.47,3.66
1718206200.c1.snap.jpg,1718206200,0.46,3.8
1718208000.c1.snap.jpg,1718208000,0.46,3.42
1718209800.c1.snap.jpg,1718209800,0.45,3.42
1718211600.c1.snap.jpg,1718211600,0.45,3.3
1718213400.c1.snap.jpg,1718213400,0.46,3.42
1718215200.c1.snap.jpg,1718215200,0.48,3.3
1718217000.c1.snap.jpg,1718217000,0.46,3.2
1718218800.c1.snap.jpg,1718218800,0.44,3.42
1718220600.c1.snap.jpg,1718220600,0.43,3.54
1718222400.c1.snap.jpg,1718222400,0.44,3.66
1718224200.c1.snap.jpg,1718224200,0.43,3.8
1718226000.c1.snap.jpg,1718226000,0.46,3.2
1718229600.c1.snap.jpg,1718229600,0.45,4.46
1718233200.c1.snap.jpg,1718233200,0.47,4.26
1718235000.c1.snap.jpg,1718235000,0.44,4.26
1718236800.c1.snap.jpg,1718236800,0.46,4.26
1718238600.c1.snap.jpg,1718238600,0.47,4.1
1718240400.c1.snap.jpg,1718240400,0.48,4.1
1718242200.c1.snap.jpg,1718242200,0.48,3.8
1718244000.c1.snap.jpg,1718244000,0.48,4.1
1718245800.c1.snap.jpg,1718245800,0.47,4.26
1718247600.c1.snap.jpg,1718247600,0.5,4.26
1718249400.c1.snap.jpg,1718249400,0.52,4.26
1718251200.c1.snap.jpg,1718251200,0.5,4.26
1718253000.c1.snap.jpg,1718253000,0.52,3.94
1718254800.c1.snap.jpg,1718254800,0.49,4.26
1718256600.c1.snap.jpg,1718256600,0.46,4.26
1718258400.c1.snap.jpg,1718258400,0.48,4.46
1718260200.c1.snap.jpg,1718260200,0.47,4.26
1718262000.c1.snap.jpg,1718262000,0.45,4.46
1718263800.c1.snap.jpg,1718263800,0.44,4.46
1718265600.c1.snap.jpg,1718265600,0.45,4.46
1718267400.c1.snap.jpg,1718267400,0.45,4.46
1718269200.c1.snap.jpg,1718269200,0.46,4.66
1718271000.c1.snap.jpg,1718271000,0.48,4.46
1718272800.c1.snap.jpg,1718272800,0.48,4.46
1718274600.c1.snap.jpg,1718274600,0.5,4.46
1718276400.c1.snap.jpg,1718276400,0.5,4.66
1718278200.c1.snap.jpg,1718278200,0.51,4.46
1718280000.c1.snap.jpg,1718280000,0.5,4.46
1718287200.c1.snap.jpg,1718287200,0.57,4.66
1718289000.c1.snap.jpg,1718289000,0.58,4.66
1718292600.c1.snap.jpg,1718292600,0.64,4.66
1718294400.c1.snap.jpg,1718294400,0.69,4.66
1718296200.c1.snap.jpg,1718296200,0.62,4.46
1718298000.c1.snap.jpg,1718298000,0.57,4.66
1718299800.c1.snap.jpg,1718299800,0.53,4.66
1718301600.c1.snap.jpg,1718301600,0.5,4.66
1718303400.c1.snap.jpg,1718303400,0.47,4.66
1718305200.c1.snap.jpg,1718305200,0.5,4.88
1718307000.c1.snap.jpg,1718307000,0.5,4.88
1718308800.c1.snap.jpg,1718308800,0.51,4.46
1718310600.c1.snap.jpg,1718310600,0.44,4.46
1718312400.c1.snap.jpg,1718312400,0.39,4.46
1718314200.c1.snap.jpg,1718314200,0.38,4.46
1718316000.c1.snap.jpg,1718316000,0.36,4.46
1718317800.c1.snap.jpg,1718317800,0.35,4.26
1718319600.c1.snap.jpg,1718319600,0.34,4.46
1718321400.c1.snap.jpg,1718321400,0.34,4.1
1718323200.c1.snap.jpg,1718323200,0.35,4.26
1718325000.c1.snap.jpg,1718325000,0.36,4.26
1718326800.c1.snap.jpg,1718326800,0.35,4.26
1718328600.c1.snap.jpg,1718328600,0.36,4.26
1718330400.c1.snap.jpg,1718330400,0.35,4.1
1718332200.c1.snap.jpg,1718332200,0.34,4.1
1718334000.c1.snap.jpg,1718334000,0.34,4.1
1718335800.c1.snap.jpg,1718335800,0.32,3.8
1718337600.c1.snap.jpg,1718337600,0.31,3.94
1718339400.c1.snap.jpg,1718339400,0.28,3.94
1718341200.c1.snap.jpg,1718341200,0.27,3.94
1718343000.c1.snap.jpg,1718343000,0.24,3.8
1718344800.c1.snap.jpg,1718344800,0.22,3.66
1718346600.c1.snap.jpg,1718346600,0.2,3.66
1718348400.c1.snap.jpg,1718348400,0.2,3.66
1718350200.c1.snap.jpg,1718350200,0.2,3.66
1718352000.c1.snap.jpg,1718352000,0.19,3.66
1718353800.c1.snap.jpg,1718353800,0.19,3.42
1718355600.c1.snap.jpg,1718355600,0.18,3.42
1718357400.c1.snap.jpg,1718357400,0.17,3.66
1718359200.c1.snap.jpg,1718359200,0.17,3.2
1718361000.c1.snap.jpg,1718361000,0.18,3.02
1718362800.c1.snap.jpg,1718362800,0.19,3.2
1718364600.c1.snap.jpg,1718364600,0.21,3.2
1718366400.c1.snap.jpg,1718366400,0.2,2.32
1718388000.c1.snap.jpg,1718388000,0.18,2.84
1718389800.c1.snap.jpg,1718389800,0.25,2.5
1718391600.c1.snap.jpg,1718391600,0.26,2.76
1718393400.c1.snap.jpg,1718393400,0.26,2.84
1718397000.c1.snap.jpg,1718397000,0.28,2.62
1718398800.c1.snap.jpg,1718398800,0.29,2.76
1718400600.c1.snap.jpg,1718400600,0.31,3.02
1718402400.c1.snap.jpg,1718402400,0.34,3.1
1718404200.c1.snap.jpg,1718404200,0.31,2.92
1718406000.c1.snap.jpg,1718406000,0.31,2.38
1718407800.c1.snap.jpg,1718407800,0.3,2.5
1718409600.c1.snap.jpg,1718409600,0.31,2.5
1718411400.c1.snap.jpg,1718411400,0.34,3.42
1718413200.c1.snap.jpg,1718413200,0.35,3.3
1718415000.c1.snap.jpg,1718415000,0.34,3.2
1718416800.c1.snap.jpg,1718416800,0.33,3.2
1718418600.c1.snap.jpg,1718418600,0.33,2.92
1718420400.c1.snap.jpg,1718420400,0.32,2.92
1718422200.c1.snap.jpg,1718422200,0.3,3.2
1718424000.c1.snap.jpg,1718424000,0.3,2.76
1718425800.c1.snap.jpg,1718425800,0.31,3.2
1718427600.c1.snap.jpg,1718427600,0.3,2.76
1718429400.c1.snap.jpg,1718429400,0.33,3.1
1718433000.c1.snap.jpg,1718433000,0.33,3.2
1718436600.c1.snap.jpg,1718436600,0.34,3.3
1718438400.c1.snap.jpg,1718438400,0.33,3.42
1718440200.c1.snap.jpg,1718440200,0.33,3.42
1718442000.c1.snap.jpg,1718442000,0.33,3.42
1718443800.c1.snap.jpg,1718443800,0.35,3.54
1718445600.c1.snap.jpg,1718445600,0.36,3.8
1718447400.c1.snap.jpg,1718447400,0.33,3.8
1718449200.c1.snap.jpg,1718449200,0.34,4.1
1718451000.c1.snap.jpg,1718451000,0.31,3.94
1718452800.c1.snap.jpg,1718452800,0.3,3.42
1718460000.c1.snap.jpg,1718460000,0.32,3.66
1718461800.c1.snap.jpg,1718461800,0.34,3.8
1718463600.c1.snap.jpg,1718463600,0.33,3.94
1718465400.c1.snap.jpg,1718465400,0.31,4.1
1718467200.c1.snap.jpg,1718467200,0.34,4.1
1718469000.c1.snap.jpg,1718469000,0.35,3.94
1718470800.c1.snap.jpg,1718470800,0.33,4.1
1718472600.c1.snap.jpg,1718472600,0.32,4.26
1718474400.c1.snap.jpg,1718474400,0.3,4.1
1718478000.c1.snap.jpg,1718478000,0.28,3.94
1718479800.c1.snap.jpg,1718479800,0.26,3.8
1718481600.c1.snap.jpg,1718481600,0.26,3.42
1718483400.c1.snap.jpg,1718483400,0.26,3.66
1718485200.c1.snap.jpg,1718485200,0.27,3.66
1718487000.c1.snap.jpg,1718487000,0.24,3.42
1718488800.c1.snap.jpg,1718488800,0.25,3.54
1718490600.c1.snap.jpg,1718490600,0.26,3.54
1718492400.c1.snap.jpg,1718492400,0.26,2.14
1718494200.c1.snap.jpg,1718494200,0.27,2.18
1718496000.c1.snap.jpg,1718496000,0.26,2.14
1718497800.c1.snap.jpg,1718497800,0.28,2.22
1718499600.c1.snap.jpg,1718499600,0.29,2.28
1718501400.c1.snap.jpg,1718501400,0.31,2.5
1718503200.c1.snap.jpg,1718503200,0.34,2.56
1718505000.c1.snap.jpg,1718505000,0.35,2.7
1718506800.c1.snap.jpg,1718506800,0.35,2.92
1718508600.c1.snap.jpg,1718508600,0.35,3.1
1718510400.c1.snap.jpg,1718510400,0.39,3.02
1718512200.c1.snap.jpg,1718512200,0.33,3.2
1718514000.c1.snap.jpg,1718514000,0.3,3.1
1718517600.c1.snap.jpg,1718517600,0.29,3.02
1718519400.c1.snap.jpg,1718519400,0.3,3.2
1718521200.c1.snap.jpg,1718521200,0.3,3.1
1718523000.c1.snap.jpg,1718523000,0.3,3.02
1718526600.c1.snap.jpg,1718526600,0.31,2.84
1718528400.c1.snap.jpg,1718528400,0.3,3.1
1718530200.c1.snap.jpg,1718530200,0.32,2.92
1718532000.c1.snap.jpg,1718532000,0.37,3.54
1718533800.c1.snap.jpg,1718533800,0.38,3.8
1718535600.c1.snap.jpg,1718535600,0.4,3.66
1718537400.c1.snap.jpg,1718537400,0.39,3.66
